Samples,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
789452,2015,2,21,6,DL,1915,N823DN,ATL,PHX,2145,2144,-1,13,2157,260,262,245,1587,2,4,5,6,1,0,0,,,,,,
3389827,2015,7,30,4,EV,4414,N13913,MSN,EWR,1905,,,,,135,,,799,,,2220,,,0,1,C,,,,,
4644274,2015,10,17,6,OO,3426,N171SY,14747,13851,930,926,-4,15,941,235,229,205,1519,1506,9,1525,1515,-10,0,0,,,,,,
907851,2015,3,1,7,AS,641,N457AS,TUS,SEA,1505,1507,2,16,1523,190,181,161,1216,1704,4,1715,1708,-7,0,0,,,,,,
654779,2015,2,13,5,MQ,3322,N847MQ,ABI,DFW,805,752,-13,9,801,60,64,35,158,836,20,905,856,-9,0,0,,,,,,
5766901,2015,12,28,1,EV,4102,N28529,MOB,IAH,1504,1527,23,10,1537,104,93,74,427,1651,9,1648,1700,12,0,0,,,,,,
3496476,2015,8,6,4,B6,1033,N591JB,MCO,SJU,723,750,27,10,800,171,159,143,1189,1023,6,1014,1029,15,0,0,,0,0,12,3,0
1252017,2015,3,22,7,MQ,3071,N611MQ,GSO,DFW,1812,1811,-1,8,1819,198,180,154,999,1953,18,2030,2011,-19,0,0,,,,,,
1318032,2015,3,26,4,OO,5327,N908SW,DEN,MAF,1721,1719,-2,12,1731,100,92,75,563,1946,5,2001,1951,-10,0,0,,,,,,
1984147,2015,5,6,3,WN,188,N217JC,SLC,OAK,2140,2139,-1,7,2146,110,97,85,588,2211,5,2230,2216,-14,0,0,,,,,,
4996462,2015,11,8,7,WN,5900,N283WN,DAL,MCO,2010,2022,12,14,2036,140,143,123,973,2339,6,2330,2345,15,0,0,,3,0,12,0,0
1965705,2015,5,5,2,DL,1101,N372NW,MSP,BWI,1915,1913,-2,7,1920,151,130,116,936,2216,7,2246,2223,-23,0,0,,,,,,
5460056,2015,12,8,2,F9,131,N947FR,DFW,DEN,1825,1816,-9,19,1835,125,131,105,641,1920,7,1930,1927,-3,0,0,,,,,,
895646,2015,2,28,6,F9,1294,,DFW,CVG,1620,,,,,125,,,812,,,1925,,,0,1,B,,,,,
3311944,2015,7,26,7,AA,565,N949UW,DFW,PHL,1040,1036,-4,20,1056,210,196,173,1303,1449,3,1510,1452,-18,0,0,,,,,,
2940338,2015,7,4,6,DL,1618,N593NW,MCO,ATL,720,716,-4,12,728,102,88,67,404,835,9,902,844,-18,0,0,,,,,,
2324215,2015,5,28,4,DL,1866,N827DN,SFO,ATL,725,723,-2,16,739,282,314,267,2139,1506,31,1507,1537,30,0,0,,30,0,0,0,0
3509933,2015,8,6,4,WN,1778,N561WN,SNA,SJC,2025,2023,-2,7,2030,70,78,53,342,2123,18,2135,2141,6,0,0,,,,,,
2370911,2015,5,31,7,EV,5127,N615QX,BDL,RDU,700,657,-3,10,707,104,94,78,532,825,6,844,831,-13,0,0,,,,,,
601817,2015,2,9,1,MQ,3403,N625MQ,DFW,HOU,1800,1835,35,14,1849,68,63,46,247,1935,3,1908,1938,30,0,0,,0,0,20,10,0
4879905,2015,11,1,7,WN,1680,N354SW,MSY,HOU,1405,1430,25,14,1444,70,78,57,302,1541,7,1515,1548,33,0,0,,8,0,0,25,0
3053305,2015,7,10,5,AA,2287,N635AA,ANC,DFW,2040,2057,17,10,2107,381,378,364,3043,611,4,601,615,14,0,0,,,,,,
956744,2015,3,4,3,EV,4291,N17524,GPT,IAH,1517,1521,4,28,1549,87,100,65,376,1654,7,1644,1701,17,0,0,,13,0,4,0,0
4449493,2015,10,5,1,OO,4451,N601XJ,11267,13487,715,710,-5,13,723,121,116,95,574,758,8,816,806,-10,0,0,,,,,,
508947,2015,2,3,2,DL,1878,N915DL,MSP,OMA,1518,1514,-4,46,1600,74,97,48,282,1648,3,1632,1651,19,0,0,,19,0,0,0,0
1402509,2015,3,31,2,B6,2779,N178JB,BOS,EWR,2102,2117,15,11,2128,82,77,58,200,2226,8,2224,2234,10,0,0,,,,,,
755019,2015,2,19,4,EV,4860,N16183,LFT,DEN,1613,1603,-10,13,1616,177,176,155,978,1751,8,1810,1759,-11,0,0,,,,,,
4940113,2015,11,5,4,AA,1510,N3ERAA,MIA,JFK,855,844,-11,11,855,177,162,146,1089,1121,5,1152,1126,-26,0,0,,,,,,
3848922,2015,8,27,4,MQ,3650,N658MQ,FSD,ORD,1246,1238,-8,23,1301,99,101,67,462,1408,11,1425,1419,-6,0,0,,,,,,
5504252,2015,12,11,5,EV,4654,N12922,DCA,EWR,1433,1424,-9,14,1438,71,59,35,199,1513,10,1544,1523,-21,0,0,,,,,,
2047058,2015,5,10,7,AA,2196,N4WJAA,DFW,MEM,2155,,,,,92,,,431,,,2327,,,0,1,B,,,,,
3137358,2015,7,15,3,WN,385,N8609A,PHX,SEA,2110,2127,17,5,2132,165,159,147,1107,2359,7,2355,6,11,0,0,,,,,,
1556313,2015,4,10,5,EV,4970,N723EV,IND,MSP,1115,1128,13,14,1142,107,94,77,503,1159,3,1202,1202,0,0,0,,,,,,
2188407,2015,5,19,2,US,1972,N185UW,CLT,EWR,1505,1541,36,32,1613,117,116,78,529,1731,6,1702,1737,35,0,0,,35,0,0,0,0
3931931,2015,9,1,2,WN,830,N205WN,LGA,ATL,1625,1636,11,9,1645,165,128,111,762,1836,8,1910,1844,-26,0,0,,,,,,
2547492,2015,6,10,3,WN,478,N7727A,SNA,SJC,1625,1645,20,6,1651,70,68,58,342,1749,4,1735,1753,18,0,0,,2,0,0,16,0
3499236,2015,8,6,4,WN,3232,N406WN,DEN,MSY,1000,956,-4,9,1005,155,140,126,1062,1311,5,1335,1316,-19,0,0,,,,,,
701314,2015,2,16,1,OO,5390,N919SW,DEN,GCC,1105,1147,42,15,1202,82,72,53,313,1255,4,1227,1259,32,0,0,,0,0,0,32,0
4244031,2015,9,22,2,AA,791,N954UW,BOS,PHL,530,523,-7,11,534,81,78,62,280,636,5,651,641,-10,0,0,,,,,,
995903,2015,3,6,5,US,2117,N950UW,DCA,LGA,2200,2204,4,24,2228,64,76,46,214,2314,6,2304,2320,16,0,0,,12,0,4,0,0
1744646,2015,4,22,3,DL,1383,N348NB,ATL,PIT,726,724,-2,9,733,94,85,71,526,844,5,900,849,-11,0,0,,,,,,
3734484,2015,8,20,4,AA,1773,N944UW,PHL,IAH,1140,1312,92,43,1355,214,232,184,1325,1559,5,1414,1604,110,0,0,,110,0,0,0,0
4240754,2015,9,21,1,AA,2427,N5EVAA,MIA,DFW,1825,1820,-5,13,1833,197,184,157,1121,2010,14,2042,2024,-18,0,0,,,,,,
3595956,2015,8,12,3,AA,1282,N4XKAA,ABQ,DFW,623,616,-7,15,631,109,108,81,569,852,12,912,904,-8,0,0,,,,,,
5098336,2015,11,15,7,WN,1769,N487WN,RNO,LAS,1125,1122,-3,8,1130,75,72,60,345,1230,4,1240,1234,-6,0,0,,,,,,
4248135,2015,9,22,2,UA,417,N545UA,LAX,OGG,938,929,-9,12,941,342,330,314,2486,1155,4,1220,1159,-21,0,0,,,,,,
302349,2015,1,20,2,AA,1154,N4XSAA,DFW,MSP,1845,1841,-4,13,1854,143,145,125,852,2059,7,2108,2106,-2,0,0,,,,,,
2026358,2015,5,9,6,US,660,N650AW,EWR,PHX,1400,1355,-5,16,1411,318,312,292,2133,1603,4,1618,1607,-11,0,0,,,,,,
1266372,2015,3,23,1,NK,245,N534NK,ORD,LAS,1540,1653,73,12,1705,239,231,215,1514,1840,4,1739,1844,65,0,0,,59,0,6,0,0
3697960,2015,8,18,2,EV,5870,N16987,ORD,ABE,825,905,40,19,924,115,113,90,654,1154,4,1120,1158,38,0,0,,0,0,0,22,16
1666110,2015,4,17,5,DL,1497,N901DA,PHL,MSP,815,814,-1,20,834,186,168,144,980,958,4,1021,1002,-19,0,0,,,,,,
4986864,2015,11,8,7,AA,2202,N477AA,DFW,TUS,1025,1025,0,19,1044,147,141,118,813,1142,4,1152,1146,-6,0,0,,,,,,
3809954,2015,8,25,2,AA,952,N3GWAA,DFW,EWR,710,707,-3,19,726,215,,,1372,1416,8,1145,1424,,1,0,,,,,,
4464365,2015,10,6,2,DL,1179,N935DN,15016,10397,600,551,-9,21,612,90,91,66,484,818,4,830,822,-8,0,0,,,,,,
5204025,2015,11,22,7,AA,1083,N3JNAA,IAD,MIA,600,551,-9,18,609,168,193,164,921,853,11,848,904,16,0,0,,16,0,0,0,0
2750028,2015,6,22,1,VX,2,N361VA,DCA,SFO,1705,1700,-5,20,1720,355,340,316,2442,1936,4,2000,1940,-20,0,0,,,,,,
1954073,2015,5,5,2,AA,2445,N3CMAA,JFK,MCO,730,726,-4,16,742,176,161,140,944,1002,5,1026,1007,-19,0,0,,,,,,
2912839,2015,7,2,4,UA,1165,N36280,BUF,ORD,1106,1109,3,12,1121,105,103,76,473,1137,15,1151,1152,1,0,0,,,,,,
3711415,2015,8,19,3,OO,7368,N685BR,ESC,DTW,540,540,0,7,547,73,65,53,306,640,5,653,645,-8,0,0,,,,,,
2527794,2015,6,9,2,WN,881,N949WN,DEN,LAX,1350,1418,28,10,1428,145,137,122,862,1530,5,1515,1535,20,0,0,,0,0,17,3,0
1401743,2015,3,31,2,WN,2961,N372SW,SAT,HOU,2000,1954,-6,7,2001,55,45,33,192,2034,5,2055,2039,-16,0,0,,,,,,
4862659,2015,10,31,6,WN,2039,N784SW,10693,12451,830,827,-3,11,838,85,81,65,483,1043,5,1055,1048,-7,0,0,,,,,,
567323,2015,2,7,6,WN,3783,N603SW,MCI,DCA,1145,1143,-2,8,1151,135,133,121,949,1452,4,1500,1456,-4,0,0,,,,,,
2807892,2015,6,26,5,EV,5258,N713EV,MCI,LGA,605,605,0,17,622,173,165,132,1107,934,16,958,950,-8,0,0,,,,,,
1889911,2015,5,1,5,EV,5121,N612QX,LEX,DTW,630,625,-5,11,636,80,73,55,296,731,7,750,738,-12,0,0,,,,,,
2910283,2015,7,2,4,DL,2508,N985AT,DTW,TVC,841,839,-2,11,850,69,54,38,207,928,5,950,933,-17,0,0,,,,,,
3483479,2015,8,5,3,DL,1484,N340NW,MSP,GEG,1133,1131,-2,14,1145,184,172,155,1175,1220,3,1237,1223,-14,0,0,,,,,,
2030656,2015,5,9,6,WN,895,N634SW,ATL,LGA,1940,2004,24,11,2015,145,126,110,762,2205,5,2205,2210,5,0,0,,,,,,
125410,2015,1,8,4,DL,300,N934DN,ATL,MSP,2135,2135,0,13,2148,160,155,138,907,2306,4,2315,2310,-5,0,0,,,,,,
705088,2015,2,16,1,US,609,N521UW,RSW,CLT,1455,1520,25,10,1530,114,107,89,600,1659,8,1649,1707,18,0,0,,18,0,0,0,0
954869,2015,3,4,3,DL,1790,N525US,SAT,ATL,1323,1350,27,14,1404,137,130,103,874,1647,13,1640,1700,20,0,0,,0,0,0,20,0
5022488,2015,11,10,2,EV,5299,N744EV,MSP,RST,1320,1319,-1,21,1340,47,43,17,76,1357,5,1407,1402,-5,0,0,,,,,,
4333808,2015,9,27,7,UA,1948,N14231,IAH,PHX,1826,1822,-4,18,1840,167,155,131,1009,1851,6,1913,1857,-16,0,0,,,,,,
1651672,2015,4,16,4,WN,854,N790SW,RDU,TPA,1035,1031,-4,7,1038,105,105,93,587,1211,5,1220,1216,-4,0,0,,,,,,
3817463,2015,8,25,2,OO,4989,N693BR,DEN,LNK,1435,1626,111,13,1639,87,74,57,423,1836,4,1702,1840,98,0,0,,0,98,0,0,0
3943658,2015,9,2,3,OO,2928,N930EV,CHO,ORD,1145,1137,-8,8,1145,119,109,84,567,1209,17,1244,1226,-18,0,0,,,,,,
2928833,2015,7,3,5,DL,1272,N937DL,MCI,ATL,1005,1000,-5,13,1013,120,115,90,692,1243,12,1305,1255,-10,0,0,,,,,,
635803,2015,2,12,4,UA,282,N433UA,BOS,IAD,540,705,85,18,723,105,101,76,413,839,7,725,846,81,0,0,,0,0,81,0,0
857177,2015,2,26,4,OO,6245,N767SK,IAH,PSP,900,950,50,27,1017,214,223,188,1269,1125,8,1034,1133,59,0,0,,9,0,0,50,0
1717162,2015,4,20,1,UA,1001,N31412,IAH,DEN,1257,1314,17,23,1337,149,161,125,862,1442,13,1426,1455,29,0,0,,12,0,17,0,0
5766424,2015,12,28,1,DL,2115,N960DN,ABQ,MSP,1435,1431,-4,11,1442,153,138,122,981,1744,5,1808,1749,-19,0,0,,,,,,
3594649,2015,8,11,2,B6,1816,N279JB,JFK,SYR,2245,,,,,77,,,209,,,2,,,0,1,C,,,,,
3681220,2015,8,17,1,WN,1663,N727SW,HOU,MSY,840,839,-1,23,902,60,71,45,302,947,3,940,950,10,0,0,,,,,,
2471606,2015,6,6,6,EV,4247,N13988,EWR,DTW,630,626,-4,31,657,118,117,77,488,814,9,828,823,-5,0,0,,,,,,
2241737,2015,5,22,5,WN,513,N8619F,STL,MDW,1725,1721,-4,7,1728,65,50,40,251,1808,3,1830,1811,-19,0,0,,,,,,
5788203,2015,12,29,2,DL,348,N3732J,SJU,JFK,2028,2019,-9,17,2036,243,226,203,1598,2259,6,2331,2305,-26,0,0,,,,,,
5506329,2015,12,11,5,MQ,3167,N520MQ,ORD,LIT,1640,1638,-2,18,1656,118,103,78,552,1814,7,1838,1821,-17,0,0,,,,,,
1558229,2015,4,10,5,US,1973,N810AW,CLT,IND,1310,1350,40,14,1404,97,85,65,427,1509,6,1447,1515,28,0,0,,0,0,0,28,0
888445,2015,2,28,6,EV,4380,N14117,EWR,MSP,800,755,-5,16,811,195,179,156,1008,947,7,1015,954,-21,0,0,,,,,,
3179485,2015,7,18,6,AA,831,N723UW,CLT,STX,1145,1302,77,14,1316,233,207,190,1562,1626,3,1538,1629,51,0,0,,0,0,2,49,0
3634712,2015,8,14,5,AA,433,N156UW,PHX,SFO,1020,1019,-1,19,1038,129,113,91,651,1209,3,1229,1212,-17,0,0,,,,,,
913917,2015,3,1,7,DL,1185,N369NW,SLC,GEG,2155,2210,15,12,2222,106,87,72,546,2234,3,2241,2237,-4,0,0,,,,,,
4483210,2015,10,7,3,DL,2834,N901DE,12478,13204,825,819,-6,28,847,171,164,128,944,1055,8,1116,1103,-13,0,0,,,,,,
1238675,2015,3,21,6,WN,1471,N604SW,BNA,MCO,2050,2056,6,9,2105,100,103,84,616,2329,10,2330,2339,9,0,0,,,,,,
2625893,2015,6,15,1,WN,1896,N644SW,MCI,IND,1115,1138,23,13,1151,80,78,60,451,1351,5,1335,1356,21,0,0,,0,0,3,18,0
4671821,2015,10,19,1,WN,1819,N523SW,11259,10423,745,742,-3,11,753,50,47,32,189,825,4,835,829,-6,0,0,,,,,,
4084824,2015,9,11,5,OO,6528,N964SW,LAX,PHX,1605,1624,19,13,1637,87,81,64,370,1741,4,1732,1745,13,0,0,,,,,,
1061776,2015,3,11,3,EV,5336,N850AS,FSM,ATL,700,655,-5,12,707,102,105,87,579,934,6,942,940,-2,0,0,,,,,,
5321496,2015,11,29,7,WN,2478,N8303R,TPA,MHT,2115,2121,6,8,2129,170,166,152,1204,1,6,5,7,2,0,0,,,,,,
2009802,2015,5,8,5,DL,497,N906DE,JFK,ATL,1259,1331,32,17,1348,153,123,99,760,1527,7,1532,1534,2,0,0,,,,,,
1632131,2015,4,15,3,US,487,N920US,CLT,SAN,750,744,-6,20,804,308,303,278,2077,942,5,958,947,-11,0,0,,,,,,
4894818,2015,11,2,1,OO,5671,N144SY,ORD,STL,1220,1216,-4,12,1228,75,67,49,258,1317,6,1335,1323,-12,0,0,,,,,,
569708,2015,2,7,6,HA,302,N478HA,HNL,ITO,1438,1446,8,22,1508,51,63,36,216,1544,5,1529,1549,20,0,0,,12,0,0,8,0
63940,2015,1,5,1,AS,629,N523AS,LAS,PDX,650,649,-1,15,704,136,139,121,763,905,3,906,908,2,0,0,,,,,,
4964304,2015,11,6,5,DL,2546,N683DA,JAX,ATL,1630,1643,13,17,1700,84,66,44,270,1744,5,1754,1749,-5,0,0,,,,,,
4164373,2015,9,16,3,MQ,3192,N521MQ,XNA,DFW,1950,1935,-15,15,1950,85,76,45,280,2035,16,2115,2051,-24,0,0,,,,,,
1828800,2015,4,27,1,US,1753,N721UW,CLT,JAX,1145,1140,-5,38,1218,82,109,65,328,1323,6,1307,1329,22,0,0,,22,0,0,0,0
3850339,2015,8,27,4,OO,6478,N982SW,DEN,BIS,1411,1407,-4,22,1429,101,99,73,516,1642,4,1652,1646,-6,0,0,,,,,,
725887,2015,2,17,2,WN,3310,N752SW,DCA,MKE,1930,2115,105,18,2133,130,120,96,634,2209,6,2040,2215,95,0,0,,0,0,0,95,0
4684549,2015,10,19,1,AA,546,N186US,11298,14107,2020,2024,4,24,2048,159,155,123,868,2051,8,2059,2059,0,0,0,,,,,,
5672955,2015,12,22,2,WN,998,N938WN,RDU,ATL,1130,1133,3,7,1140,85,82,67,356,1247,8,1255,1255,0,0,0,,,,,,
2129280,2015,5,15,5,WN,282,N287WN,PHX,BNA,1910,1957,47,19,2016,195,198,174,1449,110,5,25,115,50,0,0,,3,0,37,10,0
4761780,2015,10,24,6,NK,713,N625NK,13204,12266,1730,1724,-6,10,1734,151,143,124,854,1838,9,1901,1847,-14,0,0,,,,,,
2435359,2015,6,3,3,DL,1569,N974AT,ATL,EVV,2135,2144,9,12,2156,81,70,54,350,2150,4,2156,2154,-2,0,0,,,,,,
890944,2015,2,28,6,UA,814,N816UA,LAX,DEN,1050,1050,0,19,1109,138,121,97,862,1346,5,1408,1351,-17,0,0,,,,,,
5656754,2015,12,21,1,DL,838,N912DN,LAS,MSP,1135,1130,-5,14,1144,188,179,162,1299,1626,3,1643,1629,-14,0,0,,,,,,
365376,2015,1,25,7,AA,222,N3LPAA,LAX,BOS,655,649,-6,21,710,325,360,333,2611,1543,6,1520,1549,29,0,0,,29,0,0,0,0
1351206,2015,3,28,6,WN,1849,N8614M,OAK,GEG,1815,1817,2,7,1824,110,107,94,723,1958,6,2005,2004,-1,0,0,,,,,,
5252656,2015,11,25,3,WN,1710,N372SW,ELP,AUS,805,800,-5,6,806,85,75,63,528,1009,6,1030,1015,-15,0,0,,,,,,
2548464,2015,6,10,3,AA,1524,N4XBAA,SAT,DFW,1725,1724,-1,10,1734,75,70,46,247,1820,14,1840,1834,-6,0,0,,,,,,
394569,2015,1,26,1,US,603,N640AW,PHX,SEA,2112,2113,1,28,2141,187,174,141,1107,2302,5,2319,2307,-12,0,0,,,,,,
1673236,2015,4,17,5,EV,4996,N752EV,IAH,MSP,1520,1518,-2,11,1529,166,148,130,1034,1739,7,1806,1746,-20,0,0,,,,,,
5358517,2015,12,2,3,AA,1564,N349AA,MIA,ORD,810,806,-4,11,817,208,177,152,1197,949,14,1038,1003,-35,0,0,,,,,,
5597758,2015,12,17,4,AA,1076,N3GAAA,LAX,BOS,1635,1630,-5,21,1651,323,316,291,2611,42,4,58,46,-12,0,0,,,,,,
1675980,2015,4,17,5,DL,847,N680DA,LGA,ATL,1759,1845,46,35,1920,167,166,112,762,2112,19,2046,2131,45,0,0,,0,0,6,39,0
1769274,2015,4,23,4,AA,2316,N3GLAA,PHL,DFW,1517,1518,1,12,1530,223,217,201,1303,1751,4,1800,1755,-5,0,0,,,,,,
2173312,2015,5,18,1,WN,448,N432WN,IND,FLL,1650,1700,10,7,1707,160,146,135,1005,1922,4,1930,1926,-4,0,0,,,,,,
874055,2015,2,27,5,AA,2442,N5FDAA,LAX,DFW,930,931,1,22,953,173,281,141,1235,1414,118,1423,1612,109,0,0,,109,0,0,0,0
117749,2015,1,8,4,MQ,3182,N607MQ,DFW,FSM,1310,1311,1,17,1328,60,60,38,227,1406,5,1410,1411,1,0,0,,,,,,
4050229,2015,9,9,3,AA,1022,N870AA,DFW,LAS,1230,1258,28,13,1311,179,162,141,1055,1332,8,1329,1340,11,0,0,,,,,,
5453144,2015,12,8,2,DL,1412,N337NW,ATL,BNA,1110,1106,-4,17,1123,68,61,38,214,1101,6,1118,1107,-11,0,0,,,,,,
1260424,2015,3,23,1,AS,643,N553AS,PHX,SEA,955,947,-8,11,958,183,173,155,1107,1233,7,1258,1240,-18,0,0,,,,,,
3710205,2015,8,18,2,AS,420,N315AS,SEA,PDX,2100,2057,-3,10,2107,48,46,30,129,2137,6,2148,2143,-5,0,0,,,,,,
5650249,2015,12,20,7,DL,1100,N825DN,LAS,ATL,2315,2311,-4,19,2330,223,211,187,1747,537,5,558,542,-16,0,0,,,,,,
4238824,2015,9,21,1,OO,4516,N454SW,CVG,GRR,1632,1629,-3,16,1645,62,68,48,268,1733,4,1734,1737,3,0,0,,,,,,
1293007,2015,3,25,3,AS,617,N413AS,LAS,SEA,910,853,-17,15,908,150,165,144,867,1132,6,1140,1138,-2,0,0,,,,,,
4346938,2015,9,28,1,WN,320,N624SW,LAS,ABQ,1500,1501,1,10,1511,85,79,66,486,1717,3,1725,1720,-5,0,0,,,,,,
4523291,2015,10,9,5,EV,2813,N626AE,12891,11298,1514,1514,0,9,1523,56,52,35,140,1558,8,1610,1606,-4,0,0,,,,,,
407037,2015,1,27,2,AA,1269,N3KTAA,DTW,DFW,1740,1753,13,14,1807,185,156,128,986,1915,14,1945,1929,-16,0,0,,,,,,
3511238,2015,8,6,4,WN,636,N202WN,DEN,LAX,2225,2238,13,10,2248,145,147,121,862,2349,16,2350,5,15,0,0,,2,0,0,13,0
178085,2015,1,12,1,UA,524,N410UA,MSY,ORD,1422,1442,20,7,1449,153,135,118,837,1647,10,1655,1657,2,0,0,,,,,,
522040,2015,2,4,3,WN,945,N222WN,LAX,BNA,1305,1309,4,15,1324,230,246,222,1797,1906,9,1855,1915,20,0,0,,20,0,0,0,0
1019988,2015,3,8,7,DL,443,N3742C,JFK,LAS,1515,1509,-6,40,1549,355,372,328,2248,1817,4,1810,1821,11,0,0,,,,,,
1822121,2015,4,27,1,NK,647,N639NK,IAG,FLL,238,251,13,13,304,172,171,150,1176,534,8,530,542,12,0,0,,,,,,
5605440,2015,12,18,5,DL,842,N673DL,SAT,ATL,730,728,-2,10,738,129,110,95,874,1013,5,1039,1018,-21,0,0,,,,,,
1325486,2015,3,27,5,US,2158,N954UW,LGA,BOS,800,754,-6,16,810,65,55,32,184,842,7,905,849,-16,0,0,,,,,,
5690081,2015,12,23,3,WN,179,N464WN,FLL,SJU,1220,1245,25,18,1303,160,152,129,1046,1612,5,1600,1617,17,0,0,,0,0,1,16,0
945462,2015,3,3,2,WN,47,N615SW,HOU,SAT,2010,2037,27,6,2043,55,50,40,192,2123,4,2105,2127,22,0,0,,0,0,15,7,0
957106,2015,3,4,3,AA,332,N4YCAA,RDU,DFW,1540,,,,,193,,,1061,,,1753,,,0,1,B,,,,,
4457612,2015,10,5,1,WN,2982,N419WN,14107,14747,1515,1512,-3,12,1524,175,157,141,1107,1745,4,1810,1749,-21,0,0,,,,,,
608098,2015,2,10,2,B6,49,N247JB,BOS,SAV,838,838,0,24,902,166,177,148,901,1130,5,1124,1135,11,0,0,,,,,,
2452800,2015,6,4,4,WN,4036,N219WN,SFO,LAS,2200,2346,106,9,2355,85,77,63,414,58,5,2325,103,98,0,0,,0,0,3,95,0
1109547,2015,3,13,5,WN,4089,N523SW,SAT,ELP,2100,2134,34,7,2141,95,75,64,496,2145,4,2135,2149,14,0,0,,,,,,
5287513,2015,11,27,5,DL,1274,N341NW,MSP,BDL,1925,1925,0,9,1934,156,131,119,1050,2233,3,2301,2236,-25,0,0,,,,,,
4961317,2015,11,6,5,WN,1738,N8670A,LAS,MDW,1330,1323,-7,16,1339,210,194,171,1521,1830,7,1900,1837,-23,0,0,,,,,,
2333288,2015,5,28,4,OO,2830,N423SW,ICT,ORD,1616,1618,2,22,1640,116,129,100,588,1820,7,1812,1827,15,0,0,,13,0,0,2,0
1834755,2015,4,27,1,UA,1271,N37470,ORD,BWI,1740,1738,-2,15,1753,122,117,96,622,2029,6,2042,2035,-7,0,0,,,,,,
4547329,2015,10,11,7,AA,1625,N3GYAA,11278,13303,1035,1031,-4,14,1045,155,154,132,919,1257,8,1310,1305,-5,0,0,,,,,,
735359,2015,2,18,3,EV,4632,N11544,IAH,LCH,1250,1352,62,7,1359,51,35,25,127,1424,3,1341,1427,46,0,0,,46,0,0,0,0
3346746,2015,7,28,2,AA,2442,N3JYAA,LAX,DFW,1045,1044,-1,14,1058,200,190,158,1235,1536,18,1605,1554,-11,0,0,,,,,,
1305621,2015,3,25,3,AA,1230,N3CBAA,SEA,DFW,2350,2348,-2,15,3,217,219,197,1660,520,7,527,527,0,0,0,,,,,,
2003223,2015,5,8,5,AA,1648,N493AA,TUS,DFW,645,638,-7,9,647,136,120,101,813,1028,10,1101,1038,-23,0,0,,,,,,
2708151,2015,6,20,6,WN,2804,N266WN,MKE,FLL,720,716,-4,15,731,195,188,166,1243,1117,7,1135,1124,-11,0,0,,,,,,
3522695,2015,8,7,5,UA,1288,N57857,OGG,SFO,1550,1603,13,8,1611,294,268,254,2338,2325,6,2344,2331,-13,0,0,,,,,,
2276787,2015,5,25,1,WN,3798,N658SW,SAN,SFO,1020,1058,38,12,1110,95,85,69,447,1219,4,1155,1223,28,0,0,,0,0,0,0,28
1166010,2015,3,17,2,UA,315,N817UA,DFW,DEN,1306,1259,-7,17,1316,130,115,92,641,1348,6,1416,1354,-22,0,0,,,,,,
3294650,2015,7,25,6,DL,2190,N953DL,JFK,MIA,810,809,-1,27,836,193,177,144,1089,1100,6,1123,1106,-17,0,0,,,,,,
1732698,2015,4,21,2,WN,328,N737JW,BUF,PHX,1155,1154,-1,9,1203,290,275,261,1912,1324,5,1345,1329,-16,0,0,,,,,,
4185180,2015,9,18,5,MQ,3492,N942MQ,MOB,DFW,745,740,-5,9,749,119,114,89,539,918,16,944,934,-10,0,0,,,,,,
4097791,2015,9,12,6,WN,3871,N620SW,DAL,DEN,1430,1427,-3,7,1434,125,105,93,651,1507,5,1535,1512,-23,0,0,,,,,,
2189284,2015,5,19,2,MQ,3470,N656MQ,RAP,DFW,1555,1556,1,14,1610,143,172,154,835,1944,4,1918,1948,30,0,0,,30,0,0,0,0
3884518,2015,8,29,6,WN,949,N617SW,LAX,LAS,1625,1622,-3,13,1635,70,65,48,236,1723,4,1735,1727,-8,0,0,,,,,,
5401159,2015,12,4,5,OO,4540,N604SK,SMF,SLC,1843,1840,-3,12,1852,100,89,72,532,2104,5,2123,2109,-14,0,0,,,,,,
4185367,2015,9,18,5,AA,2163,N756US,DCA,LGA,800,753,-7,16,809,75,66,41,214,850,9,915,859,-16,0,0,,,,,,
4180867,2015,9,17,4,AA,1979,N746UW,CLT,ILM,1955,2023,28,17,2040,55,55,34,185,2114,4,2050,2118,28,0,0,,0,0,28,0,0
1710353,2015,4,20,1,WN,2074,N291WN,PDX,SMF,625,619,-6,11,630,85,82,67,479,737,4,750,741,-9,0,0,,,,,,
3004622,2015,7,8,3,AA,1317,N3KGAA,ORD,MIA,705,701,-4,10,711,194,168,150,1197,1041,8,1119,1049,-30,0,0,,,,,,
3285327,2015,7,24,5,OO,5413,N951SW,MKE,ORD,1543,1559,16,12,1611,49,41,19,67,1630,10,1632,1640,8,0,0,,,,,,
1998142,2015,5,7,4,HA,219,N484HA,OGG,LIH,1812,1806,-6,8,1814,45,48,34,201,1848,6,1857,1854,-3,0,0,,,,,,
